index,smcAC,smcDC,vib_table,vib_spindle,AE_table,AE_spindle,
1,0.214844,1.386719,0.075684,0.285645,0.095825,0.110474
2,0.366211,1.381836,0.080566,0.289307,0.099487,0.120850
3,0.268555,1.376953,0.075684,0.288086,0.091553,0.102539
4,0.341797,1.376953,0.078125,0.295410,0.103760,0.125732
5,0.219727,1.381836,0.075684,0.291748,0.104980,0.118408
6,0.219727,1.381836,0.083008,0.277100,0.114136,0.131836
7,0.048828,1.381836,0.080566,0.273438,0.109863,0.130005
8,-0.107422,1.381836,0.070801,0.278320,0.093384,0.106812
9,-0.156250,1.372070,0.080566,0.278320,0.093994,0.114136
10,-0.366211,1.362305,0.075684,0.290527,0.094604,0.110474
11,-0.405273,1.352539,0.080566,0.273438,0.096436,0.110474
12,-0.634766,1.337891,0.070801,0.258789,0.101318,0.118408
13,-0.756836,1.333008,0.073242,0.263672,0.111694,0.138550
14,-0.756836,1.333008,0.065918,0.260010,0.100708,0.114746
15,-0.708008,1.342773,0.070801,0.270996,0.106812,0.127563
16,-0.688477,1.352539,0.078125,0.275879,0.096436,0.115967
17,-0.532227,1.367188,0.070801,0.262451,0.104370,0.124512
18,-0.522461,1.381836,0.080566,0.262451,0.094604,0.112915
19,-0.336914,1.391602,0.073242,0.263672,0.100708,0.125122
20,-0.151367,1.396484,0.073242,0.262451,0.094604,0.112305
21,-0.068359,1.396484,0.070801,0.260010,0.111084,0.132446
22,0.092773,1.391602,0.080566,0.263672,0.115356,0.144043
23,0.141602,1.381836,0.075684,0.269775,0.112305,0.132446
24,0.356445,1.376953,0.075684,0.264893,0.098877,0.115356
25,0.244141,1.372070,0.073242,0.268555,0.093994,0.112305
26,0.312500,1.376953,0.063477,0.264893,0.098267,0.114746
27,0.200195,1.376953,0.078125,0.261230,0.103149,0.117798
28,0.195312,1.376953,0.073242,0.263672,0.114746,0.136719
29,0.048828,1.376953,0.078125,0.256348,0.103149,0.124512
30,-0.102539,1.376953,0.075684,0.252686,0.110474,0.128784
31,-0.166016,1.367188,0.087891,0.251465,0.096436,0.109253
32,-0.346680,1.357422,0.078125,0.258789,0.095825,0.113525
33,-0.605469,1.347656,0.070801,0.255127,0.088501,0.103760
34,-0.620117,1.337891,0.083008,0.267334,0.100098,0.123901
35,-0.791016,1.333008,0.075684,0.285645,0.099487,0.118408
36,-0.761719,1.333008,0.083008,0.267334,0.106201,0.128784
37,-0.756836,1.337891,0.070801,0.302734,0.100098,0.123291
38,-0.693359,1.352539,0.083008,0.270996,0.097656,0.117798
39,-0.581055,1.367188,0.078125,0.283203,0.111694,0.131226
40,-0.507812,1.381836,0.080566,0.272217,0.108643,0.125732
41,-0.380859,1.391602,0.075684,0.273438,0.099487,0.119019
42,-0.166016,1.396484,0.070801,0.297852,0.095215,0.112305
43,-0.131836,1.391602,0.080566,0.283203,0.104980,0.126953
44,0.224609,1.391602,0.075684,0.286865,0.101929,0.124512
45,0.112305,1.381836,0.080566,0.280762,0.124512,0.150146
46,0.312500,1.376953,0.080566,0.275879,0.112915,0.128784
47,0.209961,1.376953,0.083008,0.283203,0.097656,0.117188
48,0.288086,1.376953,0.078125,0.277100,0.084839,0.103760
49,0.190430,1.376953,0.070801,0.297852,0.100098,0.119019
50,0.166016,1.381836,0.078125,0.300293,0.095825,0.114136
51,0.048828,1.381836,0.070801,0.275879,0.107422,0.133667
52,-0.102539,1.376953,0.083008,0.267334,0.114136,0.134277
53,-0.156250,1.372070,0.078125,0.264893,0.101929,0.114136
54,-0.341797,1.362305,0.075684,0.260010,0.107422,0.130615
55,-0.605469,1.352539,0.070801,0.261230,0.089111,0.108643
56,-0.600586,1.337891,0.080566,0.257568,0.098267,0.115967
57,-0.820312,1.337891,0.078125,0.255127,0.096436,0.113525
58,-0.732422,1.333008,0.065918,0.258789,0.109863,0.133057
59,-0.776367,1.342773,0.073242,0.262451,0.095825,0.118408
60,-0.659180,1.357422,0.073242,0.266113,0.107422,0.131226
61,-0.610352,1.372070,0.085449,0.262451,0.106201,0.123901
62,-0.473633,1.381836,0.073242,0.266113,0.112915,0.130615
63,-0.400391,1.396484,0.080566,0.253906,0.104980,0.121460
64,-0.107422,1.396484,0.075684,0.273438,0.106201,0.123291
65,-0.166016,1.396484,0.083008,0.255127,0.091553,0.103149
66,0.092773,1.391602,0.078125,0.251465,0.103760,0.123901
67,0.078125,1.386719,0.068359,0.260010,0.112305,0.137939
68,0.273438,1.381836,0.078125,0.264893,0.112305,0.135498
69,0.205078,1.376953,0.073242,0.258789,0.107422,0.131836
70,0.253906,1.376953,0.078125,0.256348,0.086670,0.103149
71,0.136719,1.376953,0.068359,0.261230,0.091553,0.109253
72,0.175781,1.381836,0.078125,0.260010,0.097656,0.115967
73,0.063477,1.381836,0.078125,0.256348,0.105591,0.127563
74,-0.087891,1.376953,0.070801,0.258789,0.101929,0.114746
75,-0.151367,1.372070,0.078125,0.283203,0.114136,0.134888
76,-0.292969,1.362305,0.070801,0.274658,0.097046,0.116577
77,-0.610352,1.347656,0.078125,0.289307,0.109253,0.125732
78,-0.556641,1.337891,0.075684,0.270996,0.095215,0.108643
79,-0.795898,1.333008,0.078125,0.286865,0.101929,0.117798
80,-0.664062,1.333008,0.070801,0.283203,0.086060,0.101318
81,-0.771484,1.342773,0.073242,0.285645,0.109863,0.130005
82,-0.615234,1.352539,0.078125,0.286865,0.100098,0.120239
83,-0.644531,1.367188,0.070801,0.279541,0.101929,0.111694
84,-0.395508,1.381836,0.078125,0.295410,0.113525,0.133667
85,-0.371094,1.391602,0.073242,0.272217,0.105591,0.119019
86,-0.117188,1.391602,0.085449,0.292969,0.107422,0.123291
87,-0.151367,1.391602,0.075684,0.279541,0.092773,0.101318
88,0.039062,1.386719,0.083008,0.275879,0.093994,0.111084
89,0.102539,1.376953,0.075684,0.268555,0.095825,0.108643
90,0.224609,1.376953,0.073242,0.273438,0.122070,0.145874
91,0.214844,1.372070,0.078125,0.290527,0.112915,0.134888
92,0.234375,1.372070,0.070801,0.266113,0.107422,0.127563
93,0.175781,1.376953,0.080566,0.267334,0.095215,0.112915
94,0.170898,1.376953,0.070801,0.266113,0.093384,0.106812
95,-0.073242,1.376953,0.078125,0.262451,0.093384,0.109863
96,-0.087891,1.376953,0.073242,0.262451,0.107422,0.123291
97,-0.166016,1.367188,0.083008,0.260010,0.108643,0.128784
98,-0.302734,1.357422,0.078125,0.267334,0.098877,0.113525
99,-0.610352,1.347656,0.065918,0.267334,0.109863,0.133667
100,-0.498047,1.337891,0.078125,0.260010,0.101318,0.119629
101,-0.756836,1.333008,0.075684,0.263672,0.100098,0.120239
102,-0.581055,1.333008,0.078125,0.256348,0.093384,0.111084
103,-0.717773,1.342773,0.070801,0.269775,0.096436,0.114136
104,-0.717773,1.357422,0.080566,0.266113,0.097656,0.112915
105,-0.620117,1.372070,0.078125,0.266113,0.103760,0.123291
106,-0.571289,1.381836,0.080566,0.261230,0.102539,0.117188
107,-0.292969,1.396484,0.080566,0.251465,0.109253,0.125122
108,-0.122070,1.401367,0.070801,0.262451,0.109253,0.125732
109,-0.112305,1.396484,0.078125,0.263672,0.098267,0.115967
110,0.009766,1.391602,0.068359,0.267334,0.090942,0.102539
111,0.126953,1.386719,0.080566,0.269775,0.095825,0.112915
112,0.205078,1.381836,0.078125,0.262451,0.097046,0.117798
113,0.209961,1.376953,0.080566,0.281982,0.111084,0.134888
114,0.229492,1.376953,0.070801,0.275879,0.125122,0.150757
115,0.258789,1.376953,0.068359,0.267334,0.096436,0.113525
116,0.175781,1.381836,0.075684,0.284424,0.102539,0.128784
117,-0.068359,1.381836,0.068359,0.281982,0.093384,0.112915
118,-0.078125,1.376953,0.083008,0.277100,0.106201,0.123901
119,-0.185547,1.372070,0.078125,0.266113,0.095825,0.111694
120,-0.244141,1.362305,0.080566,0.269775,0.107422,0.131226
121,-0.566406,1.347656,0.070801,0.273438,0.105591,0.117798
122,-0.498047,1.337891,0.078125,0.283203,0.111694,0.131836
123,-0.688477,1.333008,0.068359,0.290527,0.105591,0.127563
124,-0.644531,1.337891,0.063477,0.297852,0.098877,0.111084
125,-0.654297,1.347656,0.070801,0.286865,0.097656,0.109863
126,-0.747070,1.357422,0.073242,0.296631,0.093994,0.108643
127,-0.576172,1.372070,0.078125,0.286865,0.102539,0.122070
128,-0.502930,1.386719,0.073242,0.274658,0.097046,0.114746
129,-0.263672,1.396484,0.078125,0.273438,0.123291,0.151367
130,-0.126953,1.396484,0.078125,0.274658,0.107422,0.123291
131,-0.102539,1.396484,0.080566,0.294189,0.117188,0.139160
132,0.000000,1.391602,0.075684,0.280762,0.094604,0.115967
133,0.146484,1.386719,0.068359,0.274658,0.087891,0.106812
134,0.224609,1.381836,0.083008,0.267334,0.092773,0.108643
135,0.219727,1.376953,0.070801,0.270996,0.110474,0.130615
136,0.234375,1.376953,0.078125,0.262451,0.114136,0.138550
137,0.244141,1.381836,0.073242,0.261230,0.109863,0.136719
138,0.185547,1.381836,0.080566,0.263672,0.106201,0.129395
139,-0.068359,1.381836,0.075684,0.260010,0.103149,0.122070
140,-0.073242,1.381836,0.070801,0.251465,0.100708,0.115967
141,-0.170898,1.372070,0.078125,0.261230,0.097656,0.119629
142,-0.244141,1.362305,0.068359,0.273438,0.098877,0.120239
143,-0.537109,1.347656,0.080566,0.274658,0.100708,0.113525
144,-0.488281,1.342773,0.080566,0.260010,0.112305,0.133057
145,-0.585938,1.337891,0.083008,0.267334,0.106201,0.121460
146,-0.859375,1.342773,0.070801,0.263672,0.119629,0.138550
147,-0.605469,1.347656,0.078125,0.263672,0.103760,0.119019
148,-0.693359,1.362305,0.085449,0.267334,0.097046,0.117188
149,-0.502930,1.376953,0.073242,0.260010,0.085449,0.095215
150,-0.454102,1.391602,0.078125,0.262451,0.097656,0.119019
151,-0.239258,1.401367,0.073242,0.257568,0.087280,0.109253
152,-0.122070,1.406250,0.080566,0.258789,0.112915,0.136719
153,-0.043945,1.401367,0.073242,0.264893,0.108032,0.131836
154,0.043945,1.396484,0.083008,0.263672,0.104370,0.126953
155,0.146484,1.391602,0.080566,0.263672,0.096436,0.120850
156,0.224609,1.386719,0.085449,0.281982,0.092773,0.111694
157,0.268555,1.381836,0.080566,0.273438,0.098267,0.117798
158,0.249023,1.386719,0.068359,0.284424,0.098267,0.118408
159,0.239258,1.386719,0.080566,0.277100,0.114746,0.138550
160,0.175781,1.391602,0.070801,0.273438,0.095825,0.113525
161,-0.014648,1.391602,0.080566,0.279541,0.114136,0.140991
162,-0.068359,1.391602,0.073242,0.272217,0.101929,0.118408
163,-0.136719,1.381836,0.085449,0.283203,0.111694,0.128784
164,-0.263672,1.367188,0.075684,0.286865,0.099487,0.112915
165,-0.488281,1.357422,0.068359,0.284424,0.105591,0.124512
166,-0.629883,1.352539,0.080566,0.294189,0.100098,0.116577
167,-0.522461,1.347656,0.070801,0.281982,0.106201,0.124512
168,-0.742188,1.347656,0.075684,0.281982,0.111694,0.137329
169,-0.590820,1.357422,0.070801,0.300293,0.103149,0.123291
170,-0.664062,1.372070,0.078125,0.286865,0.100098,0.119629
171,-0.468750,1.381836,0.078125,0.299072,0.094604,0.112305
172,-0.366211,1.396484,0.080566,0.277100,0.089722,0.112305
173,-0.244141,1.406250,0.078125,0.273438,0.092163,0.112305
174,-0.131836,1.411133,0.078125,0.270996,0.102539,0.127563
175,-0.039062,1.406250,0.078125,0.267334,0.106812,0.124512
176,0.078125,1.401367,0.070801,0.262451,0.108032,0.132446
177,0.273438,1.391602,0.083008,0.266113,0.097656,0.115967
178,0.219727,1.386719,0.078125,0.256348,0.096436,0.113525
179,0.263672,1.386719,0.075684,0.256348,0.097656,0.110474
180,0.224609,1.386719,0.073242,0.255127,0.104370,0.121460
181,0.253906,1.386719,0.078125,0.252686,0.098877,0.117798
182,0.156250,1.391602,0.080566,0.262451,0.109253,0.126343
183,0.019531,1.391602,0.070801,0.257568,0.107422,0.131226
184,-0.053711,1.386719,0.078125,0.263672,0.109863,0.125122
185,-0.151367,1.376953,0.073242,0.260010,0.108032,0.126953
186,-0.258789,1.367188,0.083008,0.257568,0.111084,0.122070
187,-0.478516,1.357422,0.075684,0.250244,0.097656,0.108643
188,-0.629883,1.347656,0.080566,0.255127,0.090942,0.103149
189,-0.512695,1.342773,0.075684,0.260010,0.106201,0.126953
190,-0.678711,1.347656,0.068359,0.261230,0.100708,0.108643
